# 이 파일은 www.edumgt.co.kr 의 에듀엠지티에 저작권이 있습니다
class,day,slot,subject_code,subject_name,subject_session,module,level,md_file,lm_studio_level
class152,19,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,24/96,텍스트 정제와 토큰화 · 단계 8/8 운영 최적화 [class152],기초응용,nlpSpeechAI/class152/class152.md,레벨3-중급
class153,20,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,25/96,임베딩 기초 · 단계 1/8 입문 이해 [class153],기초응용,nlpSpeechAI/class153/class153.md,레벨3-중급
class154,20,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,26/96,임베딩 기초 · 단계 2/8 기초 구현 [class154],기초응용,nlpSpeechAI/class154/class154.md,레벨3-중급
class155,20,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,27/96,임베딩 기초 · 단계 3/8 기초 구현 [class155],기초응용,nlpSpeechAI/class155/class155.md,레벨3-중급
class156,20,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,28/96,임베딩 기초 · 단계 4/8 응용 확장 [class156],기초응용,nlpSpeechAI/class156/class156.md,레벨3-중급
class157,20,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,29/96,임베딩 기초 · 단계 5/8 응용 확장 [class157],기초응용,nlpSpeechAI/class157/class157.md,레벨3-중급
class158,20,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,30/96,임베딩 기초 · 단계 6/8 실전 검증 [class158],기초응용,nlpSpeechAI/class158/class158.md,레벨3-중급
class159,20,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,31/96,임베딩 기초 · 단계 7/8 실전 검증 [class159],기초응용,nlpSpeechAI/class159/class159.md,레벨3-중급
class160,20,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,32/96,임베딩 기초 · 단계 8/8 운영 최적화 [class160],기초응용,nlpSpeechAI/class160/class160.md,레벨3-중급
class161,21,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,33/96,언어모델 입력 구조 · 단계 1/8 입문 이해 [class161],기초응용,nlpSpeechAI/class161/class161.md,레벨3-중급
class162,21,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,34/96,언어모델 입력 구조 · 단계 2/8 기초 구현 [class162],기초응용,nlpSpeechAI/class162/class162.md,레벨3-중급
class163,21,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,35/96,언어모델 입력 구조 · 단계 3/8 기초 구현 [class163],기초응용,nlpSpeechAI/class163/class163.md,레벨3-중급
class164,21,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,36/96,언어모델 입력 구조 · 단계 4/8 응용 확장 [class164],기초응용,nlpSpeechAI/class164/class164.md,레벨3-중급
class165,21,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,37/96,언어모델 입력 구조 · 단계 5/8 응용 확장 [class165],기초응용,nlpSpeechAI/class165/class165.md,레벨3-중급
class166,21,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,38/96,언어모델 입력 구조 · 단계 6/8 실전 검증 [class166],기초응용,nlpSpeechAI/class166/class166.md,레벨3-중급
class167,21,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,39/96,언어모델 입력 구조 · 단계 7/8 실전 검증 [class167],기초응용,nlpSpeechAI/class167/class167.md,레벨3-중급
class168,21,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,40/96,언어모델 입력 구조 · 단계 8/8 운영 최적화 [class168],기초응용,nlpSpeechAI/class168/class168.md,레벨3-중급
class169,22,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,41/96,음성 데이터 구조 이해 · 단계 1/8 입문 이해 [class169],기초응용,nlpSpeechAI/class169/class169.md,레벨3-중급
class170,22,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,42/96,음성 데이터 구조 이해 · 단계 2/8 기초 구현 [class170],기초응용,nlpSpeechAI/class170/class170.md,레벨3-중급
class171,22,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,43/96,음성 데이터 구조 이해 · 단계 3/8 기초 구현 [class171],기초응용,nlpSpeechAI/class171/class171.md,레벨3-중급
class172,22,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,44/96,음성 데이터 구조 이해 · 단계 4/8 응용 확장 [class172],기초응용,nlpSpeechAI/class172/class172.md,레벨3-중급
class173,22,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,45/96,음성 데이터 구조 이해 · 단계 5/8 응용 확장 [class173],기초응용,nlpSpeechAI/class173/class173.md,레벨3-중급
class174,22,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,46/96,음성 데이터 구조 이해 · 단계 6/8 실전 검증 [class174],기초응용,nlpSpeechAI/class174/class174.md,레벨3-중급
class175,22,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,47/96,음성 데이터 구조 이해 · 단계 7/8 실전 검증 [class175],기초응용,nlpSpeechAI/class175/class175.md,레벨3-중급
class176,22,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,48/96,음성 데이터 구조 이해 · 단계 8/8 운영 최적화 [class176],기초응용,nlpSpeechAI/class176/class176.md,레벨3-중급
class177,23,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,49/96,오디오 전처리 · 단계 1/8 입문 이해 [class177],기초응용,nlpSpeechAI/class177/class177.md,레벨3-중급
class178,23,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,50/96,오디오 전처리 · 단계 2/8 기초 구현 [class178],기초응용,nlpSpeechAI/class178/class178.md,레벨3-중급
class179,23,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,51/96,오디오 전처리 · 단계 3/8 기초 구현 [class179],기초응용,nlpSpeechAI/class179/class179.md,레벨3-중급
class180,23,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,52/96,오디오 전처리 · 단계 4/8 응용 확장 [class180],기초응용,nlpSpeechAI/class180/class180.md,레벨3-중급
class181,23,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,53/96,오디오 전처리 · 단계 5/8 응용 확장 [class181],기초응용,nlpSpeechAI/class181/class181.md,레벨3-중급
class182,23,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,54/96,오디오 전처리 · 단계 6/8 실전 검증 [class182],기초응용,nlpSpeechAI/class182/class182.md,레벨3-중급
class183,23,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,55/96,오디오 전처리 · 단계 7/8 실전 검증 [class183],기초응용,nlpSpeechAI/class183/class183.md,레벨3-중급
class184,23,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,56/96,오디오 전처리 · 단계 8/8 운영 최적화 [class184],기초응용,nlpSpeechAI/class184/class184.md,레벨3-중급
class185,24,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,57/96,특징 추출(MFCC 등) · 단계 1/8 입문 이해 [class185],기초응용,nlpSpeechAI/class185/class185.md,레벨3-중급
class186,24,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,58/96,특징 추출(MFCC 등) · 단계 2/8 기초 구현 [class186],기초응용,nlpSpeechAI/class186/class186.md,레벨3-중급
class187,24,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,59/96,특징 추출(MFCC 등) · 단계 3/8 기초 구현 [class187],기초응용,nlpSpeechAI/class187/class187.md,레벨3-중급
class188,24,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,60/96,특징 추출(MFCC 등) · 단계 4/8 응용 확장 [class188],기초응용,nlpSpeechAI/class188/class188.md,레벨3-중급
class189,24,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,61/96,특징 추출(MFCC 등) · 단계 5/8 응용 확장 [class189],기초응용,nlpSpeechAI/class189/class189.md,레벨3-중급
class190,24,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,62/96,특징 추출(MFCC 등) · 단계 6/8 실전 검증 [class190],기초응용,nlpSpeechAI/class190/class190.md,레벨3-중급
class191,24,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,63/96,특징 추출(MFCC 등) · 단계 7/8 실전 검증 [class191],기초응용,nlpSpeechAI/class191/class191.md,레벨3-중급
class192,24,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,64/96,특징 추출(MFCC 등) · 단계 8/8 운영 최적화 [class192],기초응용,nlpSpeechAI/class192/class192.md,레벨3-중급
class193,25,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,65/96,텍스트 분류 기초 · 단계 1/8 입문 이해 [class193],기초응용,nlpSpeechAI/class193/class193.md,레벨3-중급
class194,25,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,66/96,텍스트 분류 기초 · 단계 2/8 기초 구현 [class194],기초응용,nlpSpeechAI/class194/class194.md,레벨3-중급
class195,25,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,67/96,텍스트 분류 기초 · 단계 3/8 기초 구현 [class195],기초응용,nlpSpeechAI/class195/class195.md,레벨3-중급
class196,25,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,68/96,텍스트 분류 기초 · 단계 4/8 응용 확장 [class196],실전심화,nlpSpeechAI/class196/class196.md,레벨3-중급
class197,25,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,69/96,텍스트 분류 기초 · 단계 5/8 응용 확장 [class197],실전심화,nlpSpeechAI/class197/class197.md,레벨3-중급
class198,25,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,70/96,텍스트 분류 기초 · 단계 6/8 실전 검증 [class198],실전심화,nlpSpeechAI/class198/class198.md,레벨3-중급
class199,25,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,71/96,텍스트 분류 기초 · 단계 7/8 실전 검증 [class199],실전심화,nlpSpeechAI/class199/class199.md,레벨3-중급
class200,25,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,72/96,텍스트 분류 기초 · 단계 8/8 운영 최적화 [class200],실전심화,nlpSpeechAI/class200/class200.md,레벨3-중급
class201,26,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,73/96,시퀀스 모델 기초 · 단계 1/8 입문 이해 [class201],실전심화,nlpSpeechAI/class201/class201.md,레벨3-중급
class202,26,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,74/96,시퀀스 모델 기초 · 단계 2/8 기초 구현 [class202],실전심화,nlpSpeechAI/class202/class202.md,레벨3-중급
class203,26,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,75/96,시퀀스 모델 기초 · 단계 3/8 기초 구현 [class203],실전심화,nlpSpeechAI/class203/class203.md,레벨3-중급
class204,26,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,76/96,시퀀스 모델 기초 · 단계 4/8 응용 확장 [class204],실전심화,nlpSpeechAI/class204/class204.md,레벨3-중급
class205,26,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,77/96,시퀀스 모델 기초 · 단계 5/8 응용 확장 [class205],실전심화,nlpSpeechAI/class205/class205.md,레벨3-중급
class206,26,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,78/96,시퀀스 모델 기초 · 단계 6/8 실전 검증 [class206],실전심화,nlpSpeechAI/class206/class206.md,레벨3-중급
class207,26,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,79/96,시퀀스 모델 기초 · 단계 7/8 실전 검증 [class207],실전심화,nlpSpeechAI/class207/class207.md,레벨3-중급
class208,26,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,80/96,시퀀스 모델 기초 · 단계 8/8 운영 최적화 [class208],실전심화,nlpSpeechAI/class208/class208.md,레벨3-중급
class209,27,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,81/96,멀티모달 데이터 연결 · 단계 1/8 입문 이해 [class209],실전심화,nlpSpeechAI/class209/class209.md,레벨3-중급
class210,27,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,82/96,멀티모달 데이터 연결 · 단계 2/8 기초 구현 [class210],실전심화,nlpSpeechAI/class210/class210.md,레벨3-중급
class211,27,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,83/96,멀티모달 데이터 연결 · 단계 3/8 기초 구현 [class211],실전심화,nlpSpeechAI/class211/class211.md,레벨3-중급
class212,27,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,84/96,멀티모달 데이터 연결 · 단계 4/8 응용 확장 [class212],실전심화,nlpSpeechAI/class212/class212.md,레벨3-중급
class213,27,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,85/96,멀티모달 데이터 연결 · 단계 5/8 응용 확장 [class213],실전심화,nlpSpeechAI/class213/class213.md,레벨3-중급
class214,27,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,86/96,멀티모달 데이터 연결 · 단계 6/8 실전 검증 [class214],실전심화,nlpSpeechAI/class214/class214.md,레벨3-중급
class215,27,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,87/96,멀티모달 데이터 연결 · 단계 7/8 실전 검증 [class215],실전심화,nlpSpeechAI/class215/class215.md,레벨3-중급
class216,27,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,88/96,멀티모달 데이터 연결 · 단계 8/8 운영 최적화 [class216],실전심화,nlpSpeechAI/class216/class216.md,레벨3-중급
class217,28,1,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,89/96,실전 데이터셋 설계 · 단계 1/8 입문 이해 [class217],실전심화,nlpSpeechAI/class217/class217.md,레벨3-중급
class218,28,2,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,90/96,실전 데이터셋 설계 · 단계 2/8 기초 구현 [class218],실전심화,nlpSpeechAI/class218/class218.md,레벨3-중급
class219,28,3,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,91/96,실전 데이터셋 설계 · 단계 3/8 기초 구현 [class219],실전심화,nlpSpeechAI/class219/class219.md,레벨3-중급
class220,28,4,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,92/96,실전 데이터셋 설계 · 단계 4/8 응용 확장 [class220],실전심화,nlpSpeechAI/class220/class220.md,레벨3-중급
class221,28,5,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,93/96,실전 데이터셋 설계 · 단계 5/8 응용 확장 [class221],실전심화,nlpSpeechAI/class221/class221.md,레벨3-중급
class222,28,6,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,94/96,실전 데이터셋 설계 · 단계 6/8 실전 검증 [class222],실전심화,nlpSpeechAI/class222/class222.md,레벨3-중급
class223,28,7,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,95/96,실전 데이터셋 설계 · 단계 7/8 실전 검증 [class223],실전심화,nlpSpeechAI/class223/class223.md,레벨3-중급
class224,28,8,정규교과-4,자연어 및 음성 데이터 활용 및 모델 개발,96/96,실전 데이터셋 설계 · 단계 8/8 운영 최적화 [class224],실전심화,nlpSpeechAI/class224/class224.md,레벨3-중급
class225,29,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,1/64,음성 AI 개요 · 단계 1/7 입문 이해 [class225],입문,speechTtsStt/class225/class225.md,레벨3-중급
class226,29,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,2/64,음성 AI 개요 · 단계 2/7 기초 구현 [class226],입문,speechTtsStt/class226/class226.md,레벨3-중급
class227,29,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,3/64,음성 AI 개요 · 단계 3/7 기초 구현 [class227],입문,speechTtsStt/class227/class227.md,레벨3-중급
class228,29,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,4/64,음성 AI 개요 · 단계 4/7 응용 확장 [class228],입문,speechTtsStt/class228/class228.md,레벨3-중급
class229,29,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,5/64,음성 AI 개요 · 단계 5/7 실전 검증 [class229],입문,speechTtsStt/class229/class229.md,레벨3-중급
class230,29,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,6/64,음성 AI 개요 · 단계 6/7 실전 검증 [class230],입문,speechTtsStt/class230/class230.md,레벨3-중급
class231,29,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,7/64,음성 AI 개요 · 단계 7/7 운영 최적화 [class231],입문,speechTtsStt/class231/class231.md,레벨3-중급
class232,29,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,8/64,STT 파이프라인 · 단계 1/6 입문 이해 [class232],입문,speechTtsStt/class232/class232.md,레벨3-중급
class233,30,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,9/64,STT 파이프라인 · 단계 2/6 기초 구현 [class233],입문,speechTtsStt/class233/class233.md,레벨3-중급
class234,30,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,10/64,STT 파이프라인 · 단계 3/6 응용 확장 [class234],입문,speechTtsStt/class234/class234.md,레벨3-중급
class235,30,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,11/64,STT 파이프라인 · 단계 4/6 응용 확장 [class235],입문,speechTtsStt/class235/class235.md,레벨3-중급
class236,30,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,12/64,STT 파이프라인 · 단계 5/6 실전 검증 [class236],입문,speechTtsStt/class236/class236.md,레벨3-중급
class237,30,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,13/64,STT 파이프라인 · 단계 6/6 운영 최적화 [class237],기초응용,speechTtsStt/class237/class237.md,레벨3-중급
class238,30,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,14/64,STT 데이터 라벨링 · 단계 1/7 입문 이해 [class238],기초응용,speechTtsStt/class238/class238.md,레벨3-중급
class239,30,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,15/64,STT 데이터 라벨링 · 단계 2/7 기초 구현 [class239],기초응용,speechTtsStt/class239/class239.md,레벨3-중급
class240,30,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,16/64,STT 데이터 라벨링 · 단계 3/7 기초 구현 [class240],기초응용,speechTtsStt/class240/class240.md,레벨3-중급
class241,31,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,17/64,STT 데이터 라벨링 · 단계 4/7 응용 확장 [class241],기초응용,speechTtsStt/class241/class241.md,레벨3-중급
class242,31,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,18/64,STT 데이터 라벨링 · 단계 5/7 실전 검증 [class242],기초응용,speechTtsStt/class242/class242.md,레벨3-중급
class243,31,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,19/64,STT 데이터 라벨링 · 단계 6/7 실전 검증 [class243],기초응용,speechTtsStt/class243/class243.md,레벨3-중급
class244,31,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,20/64,STT 데이터 라벨링 · 단계 7/7 운영 최적화 [class244],기초응용,speechTtsStt/class244/class244.md,레벨3-중급
class245,31,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,21/64,STT 전처리/학습 · 단계 1/6 입문 이해 [class245],기초응용,speechTtsStt/class245/class245.md,레벨3-중급
class246,31,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,22/64,STT 전처리/학습 · 단계 2/6 기초 구현 [class246],기초응용,speechTtsStt/class246/class246.md,레벨3-중급
class247,31,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,23/64,STT 전처리/학습 · 단계 3/6 응용 확장 [class247],기초응용,speechTtsStt/class247/class247.md,레벨3-중급
class248,31,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,24/64,STT 전처리/학습 · 단계 4/6 응용 확장 [class248],기초응용,speechTtsStt/class248/class248.md,레벨3-중급
class249,32,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,25/64,STT 전처리/학습 · 단계 5/6 실전 검증 [class249],기초응용,speechTtsStt/class249/class249.md,레벨3-중급
class250,32,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,26/64,STT 전처리/학습 · 단계 6/6 운영 최적화 [class250],기초응용,speechTtsStt/class250/class250.md,레벨3-중급
class251,32,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,27/64,TTS 파이프라인 · 단계 1/6 입문 이해 [class251],기초응용,speechTtsStt/class251/class251.md,레벨3-중급
class252,32,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,28/64,TTS 파이프라인 · 단계 2/6 기초 구현 [class252],기초응용,speechTtsStt/class252/class252.md,레벨3-중급
class253,32,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,29/64,TTS 파이프라인 · 단계 3/6 응용 확장 [class253],기초응용,speechTtsStt/class253/class253.md,레벨3-중급
class254,32,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,30/64,TTS 파이프라인 · 단계 4/6 응용 확장 [class254],기초응용,speechTtsStt/class254/class254.md,레벨3-중급
class255,32,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,31/64,TTS 파이프라인 · 단계 5/6 실전 검증 [class255],기초응용,speechTtsStt/class255/class255.md,레벨3-중급
class256,32,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,32/64,TTS 파이프라인 · 단계 6/6 운영 최적화 [class256],기초응용,speechTtsStt/class256/class256.md,레벨3-중급
class257,33,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,33/64,발화/화자 특성 이해 · 단계 1/7 입문 이해 [class257],기초응용,speechTtsStt/class257/class257.md,레벨3-중급
class258,33,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,34/64,발화/화자 특성 이해 · 단계 2/7 기초 구현 [class258],기초응용,speechTtsStt/class258/class258.md,레벨3-중급
class259,33,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,35/64,발화/화자 특성 이해 · 단계 3/7 기초 구현 [class259],기초응용,speechTtsStt/class259/class259.md,레벨3-중급
class260,33,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,36/64,발화/화자 특성 이해 · 단계 4/7 응용 확장 [class260],기초응용,speechTtsStt/class260/class260.md,레벨3-중급
class261,33,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,37/64,발화/화자 특성 이해 · 단계 5/7 실전 검증 [class261],기초응용,speechTtsStt/class261/class261.md,레벨3-중급
class262,33,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,38/64,발화/화자 특성 이해 · 단계 6/7 실전 검증 [class262],기초응용,speechTtsStt/class262/class262.md,레벨3-중급
class263,33,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,39/64,발화/화자 특성 이해 · 단계 7/7 운영 최적화 [class263],기초응용,speechTtsStt/class263/class263.md,레벨3-중급
class264,33,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,40/64,TTS 전처리/학습 · 단계 1/6 입문 이해 [class264],기초응용,speechTtsStt/class264/class264.md,레벨3-중급
class265,34,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,41/64,TTS 전처리/학습 · 단계 2/6 기초 구현 [class265],기초응용,speechTtsStt/class265/class265.md,레벨3-중급
class266,34,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,42/64,TTS 전처리/학습 · 단계 3/6 응용 확장 [class266],기초응용,speechTtsStt/class266/class266.md,레벨3-중급
class267,34,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,43/64,TTS 전처리/학습 · 단계 4/6 응용 확장 [class267],기초응용,speechTtsStt/class267/class267.md,레벨3-중급
class268,34,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,44/64,TTS 전처리/학습 · 단계 5/6 실전 검증 [class268],기초응용,speechTtsStt/class268/class268.md,레벨3-중급
class269,34,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,45/64,TTS 전처리/학습 · 단계 6/6 운영 최적화 [class269],실전심화,speechTtsStt/class269/class269.md,레벨3-중급
class270,34,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,46/64,음성 품질 평가 · 단계 1/7 입문 이해 [class270],실전심화,speechTtsStt/class270/class270.md,레벨3-중급
class271,34,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,47/64,음성 품질 평가 · 단계 2/7 기초 구현 [class271],실전심화,speechTtsStt/class271/class271.md,레벨3-중급
class272,34,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,48/64,음성 품질 평가 · 단계 3/7 기초 구현 [class272],실전심화,speechTtsStt/class272/class272.md,레벨3-중급
class273,35,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,49/64,음성 품질 평가 · 단계 4/7 응용 확장 [class273],실전심화,speechTtsStt/class273/class273.md,레벨3-중급
class274,35,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,50/64,음성 품질 평가 · 단계 5/7 실전 검증 [class274],실전심화,speechTtsStt/class274/class274.md,레벨3-중급
class275,35,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,51/64,음성 품질 평가 · 단계 6/7 실전 검증 [class275],실전심화,speechTtsStt/class275/class275.md,레벨3-중급
class276,35,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,52/64,음성 품질 평가 · 단계 7/7 운영 최적화 [class276],실전심화,speechTtsStt/class276/class276.md,레벨3-중급
class277,35,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,53/64,모델 추론 및 튜닝 · 단계 1/6 입문 이해 [class277],실전심화,speechTtsStt/class277/class277.md,레벨3-중급
class278,35,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,54/64,모델 추론 및 튜닝 · 단계 2/6 기초 구현 [class278],실전심화,speechTtsStt/class278/class278.md,레벨3-중급
class279,35,7,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,55/64,모델 추론 및 튜닝 · 단계 3/6 응용 확장 [class279],실전심화,speechTtsStt/class279/class279.md,레벨3-중급
class280,35,8,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,56/64,모델 추론 및 튜닝 · 단계 4/6 응용 확장 [class280],실전심화,speechTtsStt/class280/class280.md,레벨3-중급
class281,36,1,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,57/64,모델 추론 및 튜닝 · 단계 5/6 실전 검증 [class281],실전심화,speechTtsStt/class281/class281.md,레벨3-중급
class282,36,2,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,58/64,모델 추론 및 튜닝 · 단계 6/6 운영 최적화 [class282],실전심화,speechTtsStt/class282/class282.md,레벨3-중급
class283,36,3,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,59/64,실전 음성 모델 데모 · 단계 1/6 입문 이해 [class283],실전심화,speechTtsStt/class283/class283.md,레벨3-중급
class284,36,4,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,60/64,실전 음성 모델 데모 · 단계 2/6 기초 구현 [class284],실전심화,speechTtsStt/class284/class284.md,레벨3-중급
class285,36,5,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,61/64,실전 음성 모델 데모 · 단계 3/6 응용 확장 [class285],실전심화,speechTtsStt/class285/class285.md,레벨3-중급
class286,36,6,정규교과-5,음성 데이터 활용한 TTS와 STT 모델 개발,62/64,실전 음성 모델 데모 · 단계 4/6 응용 확장 [class286],실전심화,speechTtsStt/class286/class286.md,레벨3-중급
